"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Tonga","TON","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Land under cereal production (hectares)","AG.LND.CREL.HA","","114373056","116587418","116761242","118040835","117422318","116510054","120741020","123932855","126825087","126384995","124910823","123761908","129743823","125365099","127698649","127751933","130824980","131671765","130885250","131714362","133785313","129347461","134502072","133631441","132442488","132707638","127094952","132050701","133137756","131804018","129013833","128274700","129508469","129909421","129285496","130457364","130418611","131643312","133126561","133378208","130151662","124561239","129957666","128058483","130939118","130629122","132434632","133794411","130367415","133056178","133571207","131435301","132623546","134054444","133697662","132051790","132653584","130618326","128420835","135083896","135840454","132884711","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Land under cereal production (hectares)","AG.LND.CREL.HA","","47335897","48441081","49420633","49538226","51220507","49500401","52872862","51756730","57272078","55332437","55634376","52572730","54488336","54893702","52397483","55622372","53220988","52174423","50528502","52750159","51516202","51428125","52925587","55230514","60778229","65250091","63569732","69530198","68884553","66827662","71327739","73251564","73094164","80838729","77968592","79513261","81092135","80206839","77846039","77065565","78743838","80325247","87317702","82025978","94172973","90565210","91280687","96024268","90683268","99230970","99278718","96920583","104115249","107748661","101811956","111602435","111016515","113434579","108454472","112746895","113298608","114115347","","",
"Trinidad and Tobago","TTO","Land under cereal production (hectares)","AG.LND.CREL.HA","","5340","5585","5475","5370","5060","4950","4730","4580","4265","4096","4687","5337","5220","7441","9264","8598","8457","5929","6233","3974","2021","2083","2021","2812","2951","3081","3750","3850","5850","5085","6172","7100","6500","6229","4052","6496","4711","4700","2400","3175","3500","4300","3050","3000","3300","3081","3682","3582","3153","3275","3735","3820","3907","4819","4899","3831","3472","2981","3643","3766","3366","3130","","",
"Tunisia","TUN","Land under cereal production (hectares)","AG.LND.CREL.HA","","1125063","1116346","1592000","1437000","1545000","1173000","1103800","1159000","954400","1272700","1170700","1360000","1367100","1362300","1364500","1469000","1235100","1436700","1640800","1307200","1298800","1183100","1631400","1469400","1934000","1031000","1662000","480900","1019900","1445789","1665779","1463200","1602707","759800","583404","2001482","1021969","1309688","1496256","1139599","811227","446230","1529832","1652500","1479967","1311684","1247966","834169","1367536","657256","1369998","1377200","1169000","1301380","1214999","859541","1255987","1180600","1246430","1181471","1156488","1044557","","",
"Turkiye","TUR","Land under cereal production (hectares)","AG.LND.CREL.HA","","12865300","12965000","13016700","12930000","12960000","12973750","13013600","13131500","13304450","13159450","13292700","13043800","12687975","13187320","13606050","13547370","13574950","13352750","13696200","13163000","13638000","13421685","13322299","13350004","13719650","13747458","13699650","13729100","13488604","13640120","13893896","13716404","14066559","14045855","13692013","13884759","13827451","13895547","13752041","13600074","13571630","13747990","13340979","13779950","13841315","13011934","12136070","11256039","11954939","12014528","11850262","11280479","11506517","11551358","11679276","11359619","11090361","10871307","10746739","11128065","10917931","11160157","","",
"Tuvalu","TUV","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Land under cereal production (hectares)","AG.LND.CREL.HA","","1260100","1241100","1437150","1408250","1401160","1771160","1651350","1695350","1701150","1748150","1736508","1796602","1741245","1800000","2032000","2368000","2623500","2752000","2767000","2901800","2834200","2103220","2209160","2472780","2650260","3353760","3166190","3003270","3213620","2628757","3126123","3253187","3190865","2563969","2733286","3068876","3055237","3726193","2270084","2514775","2220331","3354160","4789490","4893210","4896810","4330825","4485537","5736322","5229954","5244863","5721440","6175739","6253484","6515202","6217515","6309990","6114868","5587407","5524632","6994355","7251917","6447519","","",
"Uganda","UGA","Land under cereal production (hectares)","AG.LND.CREL.HA","","992094","998093","984982","1043983","1161700","1178424","1185086","1203000","1370000","1212621","1331000","1250900","1249800","1286300","1294800","1380994","1262676","1277200","787000","723000","746000","835000","865000","906000","796853","895624","854620","972000","1079083","1055000","1098949","1139000","1220000","1295000","1292000","1318000","1334000","1366000","1333000","1372000","1407000","1445000","1495000","1549000","1605000","1679000","1725000","1712000","1572000","1653000","1701960","1747786","1756453","1760185","1782799","1536380","1491871","1615214","1097665","1715360","1688401","1693350","","",
"Ukraine","UKR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12546365","12991634","12060817","12880700","11664800","13811700","12183048","11963131","12207514","14246649","13801680","12067200","14409100","14204100","13806906","13117187","15127168","15118548","14188229","14988910","14492405","15552166","14405800","14399520","14020400","14076803","14257804","14961169","14986392","15650689","11602583","","",
"Upper middle income","UMC","Land under cereal production (hectares)","AG.LND.CREL.HA","","169350885","169798313","174187938","179678867","178834303","184387674","183691356","185474514","185773068","188615043","193527430","193707322","193241585","195143252","199379248","203159919","198144296","199386222","196518420","197838491","199845206","197202674","198162734","197986304","197616753","199318959","199122028","198548880","198563867","198033593","199170965","239796925","233102232","229967634","230036587","231437983","231760086","226023548","220935401","217335552","220123548","218742603","214938037","220942954","222861030","222344604","227262765","227948966","231512019","231599707","235563411","237691025","241688159","240047357","245171702","244187624","248890624","247150014","247119275","251011929","252566600","251925888","","",
"Uruguay","URY","Land under cereal production (hectares)","AG.LND.CREL.HA","","873465","816183","751016","843744","922903","814721","598729","893847","807290","758691","730278","538106","770491","850469","838851","884290","686104","622719","622343","551803","667965","523037","577940","553590","558337","479865","486047","513101","566841","514422","443794","569815","601593","510162","567998","675241","668300","570871","563089","475185","514724","481734","486923","525466","542700","554350","596233","680977","967870","930701","843705","1130824","931600","925400","868938","759687","705092","637761","668931","705669","736181","892319","","",
"United States","USA","Land under cereal production (hectares)","AG.LND.CREL.HA","","64869558","60548008","62420208","60977008","60379266","61141626","65847777","63042026","59258754","59229150","63782293","58369291","64531443","68262068","72020441","73082438","72223053","67303432","68371362","71550444","77733138","76214787","58729146","71957016","72873500","67107716","59233504","55714416","63533008","65700000","62131075","65890404","60273827","64017419","59766550","64881026","63803406","61556513","58461970","58526104","55166824","53570702","57813092","56782664","56805877","52861862","61919594","60985598","57937341","57483702","56668632","60253274","59486800","57979030","58124740","58445763","53164294","53649186","52573274","53196698","54729333","50911502","","",
"Uzbekistan","UZB","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201210","1272300","1512900","1648000","1731700","1827305","1672567","1719430","1530356","1400856","1533700","1794600","1668243","1616629","1617537","1536025","1563027","1620512","1685429","1600010","1616297","1623342","1641688","1657418","1677312","1644316","1522676","1564379","1612938","1520016","1511057","","",
"St. Vincent and the Grenadines","VCT","Land under cereal production (hectares)","AG.LND.CREL.HA","","100","100","100","100","100","120","125","125","135","135","135","142","140","140","140","140","140","140","150","160","170","180","185","190","200","250","300","505","605","704","600","492","445","399","351","300","308","600","250","40","35","35","40","45","43","70","55","55","40","31","25","33","24","35","32","35","40","37","32","29","27","28","","",
"Venezuela, RB","VEN","Land under cereal production (hectares)","AG.LND.CREL.HA","","449443","553440","502522","536912","570859","584300","740236","752529","766311","722679","704175","536879","559556","609661","665145","483027","819470","767044","847865","808402","785243","753539","672173","703251","897874","1155845","1212636","1170050","824651","753854","879559","763049","743014","765853","816464","741523","782411","689950","672479","907767","942031","806624","970686","1082143","1068624","1184047","1115072","1198059","1170329","1024857","990720","880738","921820","890391","654509","602937","613524","564439","504292","593985","659188","552140","","",
"British Virgin Islands","VGB","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Land under cereal production (hectares)","AG.LND.CREL.HA","","5004200","5150880","4769270","5244800","5103700","4948800","5025800","5132800","5172000","4958100","4928200","5135500","5270000","5361920","5123000","5633900","5871600","5855000","5859500","5989800","6036500","6093100","5990000","6061500","6115600","6104000","6008700","6251300","6420600","6474600","6750300","6953400","7055900","7133300","7322400","7619000","7762600","8003178","8347300","8398386","8224081","8322694","8366800","8437800","8383400","8359397","8304947","8842009","8527719","8616898","8777825","8918511","9074053","8996167","8994331","8887979","8809968","8605200","8438272","8163345","8121756","7975473","","",
"Vanuatu","VUT","Land under cereal production (hectares)","AG.LND.CREL.HA","","700","700","700","700","700","700","750","800","800","850","900","950","1000","1000","1100","1200","1200","1200","1200","1250","1250","1250","1250","1250","1270","1300","1300","1300","1300","1370","1402","1406","1410","1456","1420","1414","1406","1390","1410","1409","1410","1410","1397","1420","1445","1400","1450","1500","1469","1460","1455","1400","1500","1446","1454","1474","1490","1495","1498","1508","1516","1523","","",
"World","WLD","Land under cereal production (hectares)","AG.LND.CREL.HA","","521561236","523873519","531654217","539102731","537791555","542454694","554841059","559370462","560609853","553236345","565885137","554738591","571343521","571550520","580824458","591988334","586251424","584079922","577941287","588112634","599483528","589208772","582705013","594885711","601650552","600493763","581725145","586890757","599901925","597195858","596085348","702479354","691494128","694008314","680425600","695351683","698734700","677076810","667806339","669381990","670355328","659533980","668542236","674705269","691874993","681917940","695874407","712551938","699913148","694535750","707115722","707353427","722872903","723247776","722432332","727237987","728122268","722304595","717239576","732455372","739665648","731553778","","",
"Samoa","WSM","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Land under cereal production (hectares)","AG.LND.CREL.HA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Land under cereal production (hectares)","AG.LND.CREL.HA","","1199277","1233668","1267863","1291962","1287314","1181900","1146200","1126500","1100918","1082721","1095606","1040762","1099346","1098298","1261749","1264416","995783","855500","903700","851000","841386","897051","894871","901122","861000","871124","851850","868320","859791","844845","639806","730007","751685","734679","733195","704206","721619","770242","624315","619583","657871","593068","532293","685491","788486","869920","1009233","760009","677725","927303","798619","854689","856324","727069","585658","519765","512659","504737","528078","554687","576708","521000","","",
"South Africa","ZAF","Land under cereal production (hectares)","AG.LND.CREL.HA","","6092600","6207500","6612300","6389300","6412300","6120300","6877300","6961300","6772300","6855800","7360800","7497800","6419660","7239600","7115150","7382900","7022050","6798620","6959520","6631630","6717500","7087000","6950000","7314000","7019500","7355500","7427500","7262900","6722900","6156932","5685647","5352315","5928140","6184004","5294961","5489640","5834396","4690000","4590484","5260171","4420161","4706204","4659074","4329495","4283072","3009317","3407418","3775240","3307450","3542031","3218442","3430267","3500995","3391603","3757526","2933838","3674435","3346083","3382010","3669212","3856479","3764268","","",
"Zambia","ZMB","Land under cereal production (hectares)","AG.LND.CREL.HA","","932380","934554","957356","980145","991094","1016041","1027120","1048636","1073112","1101213","1216205","1370810","1225000","1277501","1232834","1268036","1153785","970400","612200","627910","544245","507570","595308","561740","647232","683064","719168","836443","1145180","894616","745278","797784","762701","838045","653791","822749","804559","658526","757873","718116","676958","462013","790788","756300","559862","747208","680421","637467","1060370","1218530","1229840","1185283","1117680","1316215","958286","1279027","1564347","1200537","927238","1486760","1565771","1243883","","",
"Zimbabwe","ZWE","Land under cereal production (hectares)","AG.LND.CREL.HA","","1377015","1352412","1253451","1253793","1218923","1293393","1468786","1220540","1688981","1527059","1633701","1652197","1346668","1703445","1614969","1668311","1388492","1540200","1325811","1680863","1897356","1938885","1898367","1798077","1832128","1830380","1767297","1938790","1694675","1577433","1549343","1169889","1709052","2259188","1877871","2003030","1866484","1532601","1858083","1691984","1550728","1586371","1706654","2383136","2463772","2662879","2301546","2237193","1932188","1893150","1996759","1846348","1724066","1480689","1435446","1555272","1452971","1419473","1368592","1446000","1322351","1337244","","",
